game_id,game_date,sport,home_team,away_team,home_score,away_score,status,commence_time,venue
MLB_20230612_KANSASCITYROYALS_CINCINNATIREDS,2023-06-12,MLB,Kansas City Royals,Cincinnati Reds,4.0,5.0,Final,,
MLB_20230612_TEXASRANGERS_LOSANGELESANGELS,2023-06-12,MLB,Texas Rangers,Los Angeles Angels,6.0,9.0,Final,,
MLB_20230612_STLOUISCARDINALS_SANFRANCISCOGIANTS,2023-06-12,MLB,St. Louis Cardinals,San Francisco Giants,3.0,4.0,Final,,
MLB_20230613_STLOUISCARDINALS_SANFRANCISCOGIANTS,2023-06-13,MLB,St. Louis Cardinals,San Francisco Giants,3.0,11.0,Final,,
MLB_20230613_BALTIMOREORIOLES_TORONTOBLUEJAYS,2023-06-13,MLB,Baltimore Orioles,Toronto Blue Jays,11.0,6.0,Final,,
MLB_20230613_BOSTONREDSOX_COLORADOROCKIES,2023-06-13,MLB,Boston Red Sox,Colorado Rockies,6.0,7.0,Final,,
MLB_20230613_NEWYORKMETS_NEWYORKYANKEES,2023-06-13,MLB,New York Mets,New York Yankees,6.0,7.0,Final,,
MLB_20230613_MINNESOTATWINS_MILWAUKEEBREWERS,2023-06-13,MLB,Minnesota Twins,Milwaukee Brewers,7.0,5.0,Final,,
MLB_20230613_CHICAGOCUBS_PITTSBURGHPIRATES,2023-06-13,MLB,Chicago Cubs,Pittsburgh Pirates,11.0,3.0,Final,,
MLB_20230613_TEXASRANGERS_LOSANGELESANGELS,2023-06-13,MLB,Texas Rangers,Los Angeles Angels,3.0,7.0,Final,,
MLB_20230613_KANSASCITYROYALS_CINCINNATIREDS,2023-06-13,MLB,Kansas City Royals,Cincinnati Reds,4.0,5.0,Final,,
MLB_20230613_HOUSTONASTROS_WASHINGTONNATIONALS,2023-06-13,MLB,Houston Astros,Washington Nationals,6.0,1.0,Final,,
MLB_20230613_SANDIEGOPADRES_CLEVELANDGUARDIANS,2023-06-13,MLB,San Diego Padres,Cleveland Guardians,6.0,3.0,Final,,
MLB_20230613_OAKLANDATHLETICS_TAMPABAYRAYS,2023-06-13,MLB,Oakland Athletics,Tampa Bay Rays,2.0,1.0,Final,,
MLB_20230613_ARIZONADIAMONDBACKS_PHILADELPHIAPHILLIES,2023-06-13,MLB,Arizona Diamondbacks,Philadelphia Phillies,3.0,15.0,Final,,
MLB_20230613_SEATTLEMARINERS_MIAMIMARLINS,2023-06-13,MLB,Seattle Mariners,Miami Marlins,9.0,3.0,Final,,
MLB_20230613_LOSANGELESDODGERS_CHICAGOWHITESOX,2023-06-13,MLB,Los Angeles Dodgers,Chicago White Sox,5.0,1.0,Final,,
MLB_20230614_OAKLANDATHLETICS_TAMPABAYRAYS,2023-06-14,MLB,Oakland Athletics,Tampa Bay Rays,3.0,6.0,Final,,
MLB_20230614_ARIZONADIAMONDBACKS_PHILADELPHIAPHILLIES,2023-06-14,MLB,Arizona Diamondbacks,Philadelphia Phillies,3.0,4.0,Final,,
MLB_20230614_SEATTLEMARINERS_MIAMIMARLINS,2023-06-14,MLB,Seattle Mariners,Miami Marlins,1.0,4.0,Final,,
MLB_20230614_LOSANGELESDODGERS_CHICAGOWHITESOX,2023-06-14,MLB,Los Angeles Dodgers,Chicago White Sox,4.0,8.0,Final,,
MLB_20230614_DETROITTIGERS_ATLANTABRAVES,2023-06-14,MLB,Detroit Tigers,Atlanta Braves,7.0,10.0,Final,,
MLB_20230614_MINNESOTATWINS_MILWAUKEEBREWERS,2023-06-14,MLB,Minnesota Twins,Milwaukee Brewers,4.0,2.0,Final,,
MLB_20230614_STLOUISCARDINALS_SANFRANCISCOGIANTS,2023-06-14,MLB,St. Louis Cardinals,San Francisco Giants,5.0,8.0,Final,,
MLB_20230614_BALTIMOREORIOLES_TORONTOBLUEJAYS,2023-06-14,MLB,Baltimore Orioles,Toronto Blue Jays,1.0,3.0,Final,,
MLB_20230614_BOSTONREDSOX_COLORADOROCKIES,2023-06-14,MLB,Boston Red Sox,Colorado Rockies,6.0,3.0,Final,,
MLB_20230614_NEWYORKMETS_NEWYORKYANKEES,2023-06-14,MLB,New York Mets,New York Yankees,4.0,3.0,Final,,
MLB_20230614_CHICAGOCUBS_PITTSBURGHPIRATES,2023-06-14,MLB,Chicago Cubs,Pittsburgh Pirates,10.0,6.0,Final,,
MLB_20230614_TEXASRANGERS_LOSANGELESANGELS,2023-06-14,MLB,Texas Rangers,Los Angeles Angels,6.0,3.0,Final,,
MLB_20230614_KANSASCITYROYALS_CINCINNATIREDS,2023-06-14,MLB,Kansas City Royals,Cincinnati Reds,4.0,7.0,Final,,
MLB_20230614_HOUSTONASTROS_WASHINGTONNATIONALS,2023-06-14,MLB,Houston Astros,Washington Nationals,5.0,4.0,Final,,
MLB_20230614_SANDIEGOPADRES_CLEVELANDGUARDIANS,2023-06-14,MLB,San Diego Padres,Cleveland Guardians,5.0,0.0,Final,,
MLB_20230615_CHICAGOCUBS_PITTSBURGHPIRATES,2023-06-15,MLB,Chicago Cubs,Pittsburgh Pirates,7.0,2.0,Final,,
MLB_20230615_LOSANGELESDODGERS_CHICAGOWHITESOX,2023-06-15,MLB,Los Angeles Dodgers,Chicago White Sox,5.0,4.0,Final,,
MLB_20230615_SANDIEGOPADRES_CLEVELANDGUARDIANS,2023-06-15,MLB,San Diego Padres,Cleveland Guardians,6.0,8.0,Final,,
MLB_20230615_HOUSTONASTROS_WASHINGTONNATIONALS,2023-06-15,MLB,Houston Astros,Washington Nationals,1.0,4.0,Final,,
MLB_20230615_BALTIMOREORIOLES_TORONTOBLUEJAYS,2023-06-15,MLB,Baltimore Orioles,Toronto Blue Jays,4.0,2.0,Final,,
MLB_20230615_OAKLANDATHLETICS_TAMPABAYRAYS,2023-06-15,MLB,Oakland Athletics,Tampa Bay Rays,3.0,4.0,Final,,
MLB_20230615_ARIZONADIAMONDBACKS_PHILADELPHIAPHILLIES,2023-06-15,MLB,Arizona Diamondbacks,Philadelphia Phillies,4.0,5.0,Final,,
MLB_20230615_MINNESOTATWINS_DETROITTIGERS,2023-06-15,MLB,Minnesota Twins,Detroit Tigers,4.0,8.0,Final,,
MLB_20230615_ATLANTABRAVES_COLORADOROCKIES,2023-06-15,MLB,Atlanta Braves,Colorado Rockies,8.0,3.0,Final,,
MLB_20230615_TEXASRANGERS_LOSANGELESANGELS,2023-06-15,MLB,Texas Rangers,Los Angeles Angels,3.0,5.0,Final,,
MLB_20230616_WASHINGTONNATIONALS_MIAMIMARLINS,2023-06-16,MLB,Washington Nationals,Miami Marlins,5.0,6.0,Final,,
MLB_20230616_CHICAGOCUBS_BALTIMOREORIOLES,2023-06-16,MLB,Chicago Cubs,Baltimore Orioles,10.0,3.0,Final,,
MLB_20230616_NEWYORKMETS_STLOUISCARDINALS,2023-06-16,MLB,New York Mets,St. Louis Cardinals,6.0,1.0,Final,,
MLB_20230616_BOSTONREDSOX_NEWYORKYANKEES,2023-06-16,MLB,Boston Red Sox,New York Yankees,15.0,5.0,Final,,
MLB_20230616_ATLANTABRAVES_COLORADOROCKIES,2023-06-16,MLB,Atlanta Braves,Colorado Rockies,8.0,1.0,Final,,
MLB_20230616_TEXASRANGERS_TORONTOBLUEJAYS,2023-06-16,MLB,Texas Rangers,Toronto Blue Jays,1.0,2.0,Final,,
MLB_20230616_HOUSTONASTROS_CINCINNATIREDS,2023-06-16,MLB,Houston Astros,Cincinnati Reds,1.0,2.0,Final,,
MLB_20230616_KANSASCITYROYALS_LOSANGELESANGELS,2023-06-16,MLB,Kansas City Royals,Los Angeles Angels,0.0,3.0,Final,,
MLB_20230616_MINNESOTATWINS_DETROITTIGERS,2023-06-16,MLB,Minnesota Twins,Detroit Tigers,1.0,7.0,Final,,
MLB_20230616_MILWAUKEEBREWERS_PITTSBURGHPIRATES,2023-06-16,MLB,Milwaukee Brewers,Pittsburgh Pirates,5.0,4.0,Final,,
MLB_20230616_ARIZONADIAMONDBACKS_CLEVELANDGUARDIANS,2023-06-16,MLB,Arizona Diamondbacks,Cleveland Guardians,5.0,1.0,Final,,
MLB_20230616_SANDIEGOPADRES_TAMPABAYRAYS,2023-06-16,MLB,San Diego Padres,Tampa Bay Rays,2.0,6.0,Final,,
MLB_20230616_OAKLANDATHLETICS_PHILADELPHIAPHILLIES,2023-06-16,MLB,Oakland Athletics,Philadelphia Phillies,1.0,6.0,Final,,
MLB_20230616_LOSANGELESDODGERS_SANFRANCISCOGIANTS,2023-06-16,MLB,Los Angeles Dodgers,San Francisco Giants,5.0,7.0,Final,,
MLB_20230616_SEATTLEMARINERS_CHICAGOWHITESOX,2023-06-16,MLB,Seattle Mariners,Chicago White Sox,3.0,2.0,Final,,
MLB_20230617_WASHINGTONNATIONALS_MIAMIMARLINS,2023-06-17,MLB,Washington Nationals,Miami Marlins,2.0,5.0,Final,,
MLB_20230617_OAKLANDATHLETICS_PHILADELPHIAPHILLIES,2023-06-17,MLB,Oakland Athletics,Philadelphia Phillies,2.0,3.0,Final,,
MLB_20230617_HOUSTONASTROS_CINCINNATIREDS,2023-06-17,MLB,Houston Astros,Cincinnati Reds,3.0,10.0,Final,,
MLB_20230617_KANSASCITYROYALS_LOSANGELESANGELS,2023-06-17,MLB,Kansas City Royals,Los Angeles Angels,10.0,9.0,Final,,
MLB_20230617_NEWYORKMETS_STLOUISCARDINALS,2023-06-17,MLB,New York Mets,St. Louis Cardinals,3.0,5.0,Final,,
MLB_20230617_ATLANTABRAVES_COLORADOROCKIES,2023-06-17,MLB,Atlanta Braves,Colorado Rockies,10.0,2.0,Final,,
MLB_20230617_SEATTLEMARINERS_CHICAGOWHITESOX,2023-06-17,MLB,Seattle Mariners,Chicago White Sox,3.0,4.0,Final,,
MLB_20230617_MILWAUKEEBREWERS_PITTSBURGHPIRATES,2023-06-17,MLB,Milwaukee Brewers,Pittsburgh Pirates,5.0,0.0,Final,,
MLB_20230617_SANDIEGOPADRES_TAMPABAYRAYS,2023-06-17,MLB,San Diego Padres,Tampa Bay Rays,2.0,0.0,Final,,
MLB_20230617_LOSANGELESDODGERS_SANFRANCISCOGIANTS,2023-06-17,MLB,Los Angeles Dodgers,San Francisco Giants,0.0,15.0,Final,,
MLB_20230617_ARIZONADIAMONDBACKS_CLEVELANDGUARDIANS,2023-06-17,MLB,Arizona Diamondbacks,Cleveland Guardians,6.0,3.0,Final,,
MLB_20230617_MINNESOTATWINS_DETROITTIGERS,2023-06-17,MLB,Minnesota Twins,Detroit Tigers,2.0,0.0,Final,,
MLB_20230617_CHICAGOCUBS_BALTIMOREORIOLES,2023-06-17,MLB,Chicago Cubs,Baltimore Orioles,3.0,2.0,Final,,
MLB_20230617_TEXASRANGERS_TORONTOBLUEJAYS,2023-06-17,MLB,Texas Rangers,Toronto Blue Jays,4.0,2.0,Final,,
MLB_20230618_NEWYORKMETS_STLOUISCARDINALS,2023-06-18,MLB,New York Mets,St. Louis Cardinals,7.0,8.0,Final,,
MLB_20230618_HOUSTONASTROS_CINCINNATIREDS,2023-06-18,MLB,Houston Astros,Cincinnati Reds,7.0,9.0,Final,,
MLB_20230618_MILWAUKEEBREWERS_PITTSBURGHPIRATES,2023-06-18,MLB,Milwaukee Brewers,Pittsburgh Pirates,5.0,2.0,Final,,
MLB_20230618_TEXASRANGERS_TORONTOBLUEJAYS,2023-06-18,MLB,Texas Rangers,Toronto Blue Jays,11.0,7.0,Final,,
MLB_20230618_OAKLANDATHLETICS_PHILADELPHIAPHILLIES,2023-06-18,MLB,Oakland Athletics,Philadelphia Phillies,2.0,3.0,Final,,
MLB_20230618_ARIZONADIAMONDBACKS_CLEVELANDGUARDIANS,2023-06-18,MLB,Arizona Diamondbacks,Cleveland Guardians,3.0,12.0,Final,,
MLB_20230618_LOSANGELESDODGERS_SANFRANCISCOGIANTS,2023-06-18,MLB,Los Angeles Dodgers,San Francisco Giants,3.0,7.0,Final,,
MLB_20230618_SANDIEGOPADRES_TAMPABAYRAYS,2023-06-18,MLB,San Diego Padres,Tampa Bay Rays,5.0,4.0,Final,,
MLB_20230618_SEATTLEMARINERS_CHICAGOWHITESOX,2023-06-18,MLB,Seattle Mariners,Chicago White Sox,5.0,1.0,Final,,
MLB_20230618_KANSASCITYROYALS_LOSANGELESANGELS,2023-06-18,MLB,Kansas City Royals,Los Angeles Angels,2.0,5.0,Final,,
MLB_20230618_MINNESOTATWINS_DETROITTIGERS,2023-06-18,MLB,Minnesota Twins,Detroit Tigers,4.0,6.0,Final,,
MLB_20230618_BOSTONREDSOX_NEWYORKYANKEES,2023-06-18,MLB,Boston Red Sox,New York Yankees,4.0,1.0,Final,,
MLB_20230618_CHICAGOCUBS_BALTIMOREORIOLES,2023-06-18,MLB,Chicago Cubs,Baltimore Orioles,3.0,6.0,Final,,
MLB_20230618_ATLANTABRAVES_COLORADOROCKIES,2023-06-18,MLB,Atlanta Braves,Colorado Rockies,14.0,6.0,Final,,
MLB_20230618_WASHINGTONNATIONALS_MIAMIMARLINS,2023-06-18,MLB,Washington Nationals,Miami Marlins,2.0,4.0,Final,,
MLB_20230619_DETROITTIGERS_KANSASCITYROYALS,2023-06-19,MLB,Detroit Tigers,Kansas City Royals,6.0,4.0,Final,,
MLB_20230619_PITTSBURGHPIRATES_CHICAGOCUBS,2023-06-19,MLB,Pittsburgh Pirates,Chicago Cubs,0.0,8.0,Final,,
MLB_20230619_CINCINNATIREDS_COLORADOROCKIES,2023-06-19,MLB,Cincinnati Reds,Colorado Rockies,5.0,4.0,Final,,
MLB_20230619_MINNESOTATWINS_BOSTONREDSOX,2023-06-19,MLB,Minnesota Twins,Boston Red Sox,3.0,9.0,Final,,
MLB_20230619_CHICAGOWHITESOX_TEXASRANGERS,2023-06-19,MLB,Chicago White Sox,Texas Rangers,2.0,5.0,Final,,
MLB_20230619_MILWAUKEEBREWERS_ARIZONADIAMONDBACKS,2023-06-19,MLB,Milwaukee Brewers,Arizona Diamondbacks,1.0,9.0,Final,,
MLB_20230619_SANFRANCISCOGIANTS_SANDIEGOPADRES,2023-06-19,MLB,San Francisco Giants,San Diego Padres,7.0,4.0,Final,,
MLB_20230619_HOUSTONASTROS_NEWYORKMETS,2023-06-19,MLB,Houston Astros,New York Mets,1.0,11.0,Final,,
MLB_20230619_WASHINGTONNATIONALS_STLOUISCARDINALS,2023-06-19,MLB,Washington Nationals,St. Louis Cardinals,6.0,8.0,Final,,
MLB_20230619_MIAMIMARLINS_TORONTOBLUEJAYS,2023-06-19,MLB,Miami Marlins,Toronto Blue Jays,11.0,0.0,Final,,
MLB_20230620_DETROITTIGERS_KANSASCITYROYALS,2023-06-20,MLB,Detroit Tigers,Kansas City Royals,0.0,1.0,Final,,
MLB_20230620_TAMPABAYRAYS_BALTIMOREORIOLES,2023-06-20,MLB,Tampa Bay Rays,Baltimore Orioles,6.0,8.0,Final,,
MLB_20230620_PHILADELPHIAPHILLIES_ATLANTABRAVES,2023-06-20,MLB,Philadelphia Phillies,Atlanta Braves,2.0,4.0,Final,,
MLB_20230620_MIAMIMARLINS_TORONTOBLUEJAYS,2023-06-20,MLB,Miami Marlins,Toronto Blue Jays,0.0,2.0,Final,,
MLB_20230620_PITTSBURGHPIRATES_CHICAGOCUBS,2023-06-20,MLB,Pittsburgh Pirates,Chicago Cubs,0.0,4.0,Final,,
MLB_20230620_WASHINGTONNATIONALS_STLOUISCARDINALS,2023-06-20,MLB,Washington Nationals,St. Louis Cardinals,3.0,9.0,Final,,
MLB_20230620_NEWYORKYANKEES_SEATTLEMARINERS,2023-06-20,MLB,New York Yankees,Seattle Mariners,3.0,1.0,Final,,
MLB_20230620_CINCINNATIREDS_COLORADOROCKIES,2023-06-20,MLB,Cincinnati Reds,Colorado Rockies,8.0,6.0,Final,,
MLB_20230620_CLEVELANDGUARDIANS_OAKLANDATHLETICS,2023-06-20,MLB,Cleveland Guardians,Oakland Athletics,3.0,2.0,Final,,
MLB_20230620_MINNESOTATWINS_BOSTONREDSOX,2023-06-20,MLB,Minnesota Twins,Boston Red Sox,4.0,10.0,Final,,
MLB_20230620_HOUSTONASTROS_NEWYORKMETS,2023-06-20,MLB,Houston Astros,New York Mets,4.0,2.0,Final,,
MLB_20230620_CHICAGOWHITESOX_TEXASRANGERS,2023-06-20,MLB,Chicago White Sox,Texas Rangers,7.0,6.0,Final,,
MLB_20230620_MILWAUKEEBREWERS_ARIZONADIAMONDBACKS,2023-06-20,MLB,Milwaukee Brewers,Arizona Diamondbacks,7.0,5.0,Final,,
MLB_20230620_SANFRANCISCOGIANTS_SANDIEGOPADRES,2023-06-20,MLB,San Francisco Giants,San Diego Padres,4.0,3.0,Final,,
MLB_20230620_LOSANGELESANGELS_LOSANGELESDODGERS,2023-06-20,MLB,Los Angeles Angels,Los Angeles Dodgers,0.0,2.0,Final,,
MLB_20230621_MINNESOTATWINS_BOSTONREDSOX,2023-06-21,MLB,Minnesota Twins,Boston Red Sox,5.0,4.0,Final,,
MLB_20230621_CHICAGOWHITESOX_TEXASRANGERS,2023-06-21,MLB,Chicago White Sox,Texas Rangers,3.0,6.0,Final,,
MLB_20230621_LOSANGELESANGELS_LOSANGELESDODGERS,2023-06-21,MLB,Los Angeles Angels,Los Angeles Dodgers,0.0,2.0,Final,,
MLB_20230621_SANFRANCISCOGIANTS_SANDIEGOPADRES,2023-06-21,MLB,San Francisco Giants,San Diego Padres,4.0,2.0,Final,,
MLB_20230621_TAMPABAYRAYS_BALTIMOREORIOLES,2023-06-21,MLB,Tampa Bay Rays,Baltimore Orioles,7.0,2.0,Final,,
MLB_20230621_MIAMIMARLINS_TORONTOBLUEJAYS,2023-06-21,MLB,Miami Marlins,Toronto Blue Jays,3.0,6.0,Final,,
MLB_20230621_CINCINNATIREDS_COLORADOROCKIES,2023-06-21,MLB,Cincinnati Reds,Colorado Rockies,5.0,3.0,Final,,
MLB_20230621_PITTSBURGHPIRATES_CHICAGOCUBS,2023-06-21,MLB,Pittsburgh Pirates,Chicago Cubs,3.0,8.0,Final,,
MLB_20230621_DETROITTIGERS_KANSASCITYROYALS,2023-06-21,MLB,Detroit Tigers,Kansas City Royals,9.0,4.0,Final,,
MLB_20230621_HOUSTONASTROS_NEWYORKMETS,2023-06-21,MLB,Houston Astros,New York Mets,10.0,8.0,Final,,
MLB_20230621_MILWAUKEEBREWERS_ARIZONADIAMONDBACKS,2023-06-21,MLB,Milwaukee Brewers,Arizona Diamondbacks,1.0,5.0,Final,,
MLB_20230621_WASHINGTONNATIONALS_STLOUISCARDINALS,2023-06-21,MLB,Washington Nationals,St. Louis Cardinals,3.0,0.0,Final,,
MLB_20230621_NEWYORKYANKEES_SEATTLEMARINERS,2023-06-21,MLB,New York Yankees,Seattle Mariners,4.0,2.0,Final,,
MLB_20230621_CLEVELANDGUARDIANS_OAKLANDATHLETICS,2023-06-21,MLB,Cleveland Guardians,Oakland Athletics,7.0,6.0,Final,,
MLB_20230622_PHILADELPHIAPHILLIES_ATLANTABRAVES,2023-06-22,MLB,Philadelphia Phillies,Atlanta Braves,1.0,5.0,Final,,
MLB_20230622_WASHINGTONNATIONALS_ARIZONADIAMONDBACKS,2023-06-22,MLB,Washington Nationals,Arizona Diamondbacks,3.0,5.0,Final,,
MLB_20230622_CLEVELANDGUARDIANS_OAKLANDATHLETICS,2023-06-22,MLB,Cleveland Guardians,Oakland Athletics,6.0,1.0,Final,,
MLB_20230622_MINNESOTATWINS_BOSTONREDSOX,2023-06-22,MLB,Minnesota Twins,Boston Red Sox,6.0,0.0,Final,,
MLB_20230622_SANFRANCISCOGIANTS_SANDIEGOPADRES,2023-06-22,MLB,San Francisco Giants,San Diego Padres,0.0,10.0,Final,,
MLB_20230622_TAMPABAYRAYS_KANSASCITYROYALS,2023-06-22,MLB,Tampa Bay Rays,Kansas City Royals,5.0,6.0,Final,,
MLB_20230622_MIAMIMARLINS_PITTSBURGHPIRATES,2023-06-22,MLB,Miami Marlins,Pittsburgh Pirates,6.0,4.0,Final,,
MLB_20230622_NEWYORKYANKEES_SEATTLEMARINERS,2023-06-22,MLB,New York Yankees,Seattle Mariners,2.0,10.0,Final,,
MLB_20230623_SANDIEGOPADRES_WASHINGTONNATIONALS,2023-06-23,MLB,San Diego Padres,Washington Nationals,13.0,3.0,Final,,
MLB_20230623_LOSANGELESDODGERS_HOUSTONASTROS,2023-06-23,MLB,Los Angeles Dodgers,Houston Astros,3.0,2.0,Final,,
MLB_20230623_SANFRANCISCOGIANTS_ARIZONADIAMONDBACKS,2023-06-23,MLB,San Francisco Giants,Arizona Diamondbacks,8.0,5.0,Final,,
MLB_20230623_TAMPABAYRAYS_KANSASCITYROYALS,2023-06-23,MLB,Tampa Bay Rays,Kansas City Royals,11.0,3.0,Final,,
MLB_20230623_DETROITTIGERS_MINNESOTATWINS,2023-06-23,MLB,Detroit Tigers,Minnesota Twins,1.0,4.0,Final,,
MLB_20230623_CINCINNATIREDS_ATLANTABRAVES,2023-06-23,MLB,Cincinnati Reds,Atlanta Braves,11.0,10.0,Final,,
MLB_20230623_MIAMIMARLINS_PITTSBURGHPIRATES,2023-06-23,MLB,Miami Marlins,Pittsburgh Pirates,1.0,3.0,Final,,
MLB_20230623_BALTIMOREORIOLES_SEATTLEMARINERS,2023-06-23,MLB,Baltimore Orioles,Seattle Mariners,1.0,13.0,Final,,
MLB_20230623_PHILADELPHIAPHILLIES_NEWYORKMETS,2023-06-23,MLB,Philadelphia Phillies,New York Mets,5.0,1.0,Final,,
MLB_20230623_NEWYORKYANKEES_TEXASRANGERS,2023-06-23,MLB,New York Yankees,Texas Rangers,2.0,4.0,Final,,
MLB_20230623_TORONTOBLUEJAYS_OAKLANDATHLETICS,2023-06-23,MLB,Toronto Blue Jays,Oakland Athletics,4.0,5.0,Final,,
MLB_20230623_CLEVELANDGUARDIANS_MILWAUKEEBREWERS,2023-06-23,MLB,Cleveland Guardians,Milwaukee Brewers,1.0,7.0,Final,,
MLB_20230623_CHICAGOWHITESOX_BOSTONREDSOX,2023-06-23,MLB,Chicago White Sox,Boston Red Sox,1.0,3.0,Final,,
MLB_20230623_COLORADOROCKIES_LOSANGELESANGELS,2023-06-23,MLB,Colorado Rockies,Los Angeles Angels,7.0,4.0,Final,,
MLB_20230624_CINCINNATIREDS_ATLANTABRAVES,2023-06-24,MLB,Cincinnati Reds,Atlanta Braves,6.0,7.0,Final,,
MLB_20230624_TAMPABAYRAYS_KANSASCITYROYALS,2023-06-24,MLB,Tampa Bay Rays,Kansas City Royals,4.0,9.0,Final,,
MLB_20230624_CHICAGOWHITESOX_BOSTONREDSOX,2023-06-24,MLB,Chicago White Sox,Boston Red Sox,5.0,4.0,Final,,
MLB_20230624_MIAMIMARLINS_PITTSBURGHPIRATES,2023-06-24,MLB,Miami Marlins,Pittsburgh Pirates,4.0,3.0,Final,,
MLB_20230624_CLEVELANDGUARDIANS_MILWAUKEEBREWERS,2023-06-24,MLB,Cleveland Guardians,Milwaukee Brewers,4.0,2.0,Final,,
MLB_20230624_STLOUISCARDINALS_CHICAGOCUBS,2023-06-24,MLB,St. Louis Cardinals,Chicago Cubs,1.0,9.0,Final,,
MLB_20230624_BALTIMOREORIOLES_SEATTLEMARINERS,2023-06-24,MLB,Baltimore Orioles,Seattle Mariners,6.0,4.0,Final,,
MLB_20230624_SANFRANCISCOGIANTS_ARIZONADIAMONDBACKS,2023-06-24,MLB,San Francisco Giants,Arizona Diamondbacks,7.0,6.0,Final,,
MLB_20230624_PHILADELPHIAPHILLIES_NEWYORKMETS,2023-06-24,MLB,Philadelphia Phillies,New York Mets,2.0,4.0,Final,,
MLB_20230624_NEWYORKYANKEES_TEXASRANGERS,2023-06-24,MLB,New York Yankees,Texas Rangers,1.0,0.0,Final,,
MLB_20230624_SANDIEGOPADRES_WASHINGTONNATIONALS,2023-06-24,MLB,San Diego Padres,Washington Nationals,0.0,2.0,Final,,
MLB_20230624_DETROITTIGERS_MINNESOTATWINS,2023-06-24,MLB,Detroit Tigers,Minnesota Twins,3.0,2.0,Final,,
MLB_20230624_COLORADOROCKIES_LOSANGELESANGELS,2023-06-24,MLB,Colorado Rockies,Los Angeles Angels,1.0,25.0,Final,,
MLB_20230624_LOSANGELESDODGERS_HOUSTONASTROS,2023-06-24,MLB,Los Angeles Dodgers,Houston Astros,8.0,7.0,Final,,
MLB_20230624_TORONTOBLUEJAYS_OAKLANDATHLETICS,2023-06-24,MLB,Toronto Blue Jays,Oakland Athletics,7.0,3.0,Final,,
MLB_20230625_COLORADOROCKIES_LOSANGELESANGELS,2023-06-25,MLB,Colorado Rockies,Los Angeles Angels,4.0,3.0,Final,,
MLB_20230625_NEWYORKYANKEES_TEXASRANGERS,2023-06-25,MLB,New York Yankees,Texas Rangers,5.0,3.0,Final,,
MLB_20230625_TORONTOBLUEJAYS_OAKLANDATHLETICS,2023-06-25,MLB,Toronto Blue Jays,Oakland Athletics,12.0,1.0,Final,,
MLB_20230625_TAMPABAYRAYS_KANSASCITYROYALS,2023-06-25,MLB,Tampa Bay Rays,Kansas City Royals,3.0,1.0,Final,,
MLB_20230625_PHILADELPHIAPHILLIES_NEWYORKMETS,2023-06-25,MLB,Philadelphia Phillies,New York Mets,7.0,6.0,Final,,
MLB_20230625_SANDIEGOPADRES_WASHINGTONNATIONALS,2023-06-25,MLB,San Diego Padres,Washington Nationals,3.0,8.0,Final,,
MLB_20230625_SANFRANCISCOGIANTS_ARIZONADIAMONDBACKS,2023-06-25,MLB,San Francisco Giants,Arizona Diamondbacks,2.0,5.0,Final,,
MLB_20230625_LOSANGELESDODGERS_HOUSTONASTROS,2023-06-25,MLB,Los Angeles Dodgers,Houston Astros,5.0,6.0,Final,,
MLB_20230625_CHICAGOWHITESOX_BOSTONREDSOX,2023-06-25,MLB,Chicago White Sox,Boston Red Sox,4.0,1.0,Final,,
MLB_20230625_STLOUISCARDINALS_CHICAGOCUBS,2023-06-25,MLB,St. Louis Cardinals,Chicago Cubs,7.0,5.0,Final,,
MLB_20230625_DETROITTIGERS_MINNESOTATWINS,2023-06-25,MLB,Detroit Tigers,Minnesota Twins,3.0,6.0,Final,,
MLB_20230625_BALTIMOREORIOLES_SEATTLEMARINERS,2023-06-25,MLB,Baltimore Orioles,Seattle Mariners,3.0,2.0,Final,,
MLB_20230625_CLEVELANDGUARDIANS_MILWAUKEEBREWERS,2023-06-25,MLB,Cleveland Guardians,Milwaukee Brewers,4.0,5.0,Final,,
MLB_20230625_MIAMIMARLINS_PITTSBURGHPIRATES,2023-06-25,MLB,Miami Marlins,Pittsburgh Pirates,2.0,0.0,Final,,
MLB_20230625_CINCINNATIREDS_ATLANTABRAVES,2023-06-25,MLB,Cincinnati Reds,Atlanta Braves,6.0,7.0,Final,,
MLB_20230626_TEXASRANGERS_DETROITTIGERS,2023-06-26,MLB,Texas Rangers,Detroit Tigers,2.0,7.0,Final,,
MLB_20230626_LOSANGELESANGELS_CHICAGOWHITESOX,2023-06-26,MLB,Los Angeles Angels,Chicago White Sox,2.0,1.0,Final,,
MLB_20230626_NEWYORKMETS_MILWAUKEEBREWERS,2023-06-26,MLB,New York Mets,Milwaukee Brewers,1.0,2.0,Final,,
MLB_20230626_BALTIMOREORIOLES_CINCINNATIREDS,2023-06-26,MLB,Baltimore Orioles,Cincinnati Reds,10.0,3.0,Final,,
MLB_20230626_ATLANTABRAVES_MINNESOTATWINS,2023-06-26,MLB,Atlanta Braves,Minnesota Twins,4.0,1.0,Final,,
MLB_20230626_SEATTLEMARINERS_WASHINGTONNATIONALS,2023-06-26,MLB,Seattle Mariners,Washington Nationals,8.0,4.0,Final,,
MLB_20230627_PITTSBURGHPIRATES_SANDIEGOPADRES,2023-06-27,MLB,Pittsburgh Pirates,San Diego Padres,9.0,4.0,Final,,
